AÑO|MES|CODIGO_SECTOR_N1|PROVINCIA|CANTON|VENTAS_NETAS_TARIFA_GRAVADA|VENTAS_NETAS_TARIFA_0|VENTAS_NETAS_TARIFA_VARIABLE|VENTAS_NETAS_TARIFA_5|EXPORTACIONES|COMPRAS_NETAS_TARIFA_GRAVADA|COMPRAS_NETAS_TARIFA_0|IMPORTACIONES|COMPRAS_RISE|TOTAL_COMPRAS|TOTAL_VENTAS
2025|2|M|TUNGURAHUA|SAN PEDRO DE PELILEO|358296,2600|179628,6800|0,0000|16,1600|800,0000|387503,1800|222952,6400|2,0000|1449,8000|635857,5700|538741,1000
2025|2|I|SANTO DOMINGO DE LOS TSACHILAS|SANTO DOMINGO|2035683,2000|700267,8800|0,0000|9027,6800|0,0000|1571893,7400|767678,5900|757,5100|86264,1000|2476653,6500|2744978,7600
2025|2|O|ESMERALDAS|ESMERALDAS|131335,7700|268469,6900|0,0000|0,0000|0,0000|9053943,6300|453579,2600|0,0000|33260,0300|9540782,9200|399805,4600
2025|2|H|GUAYAS|NARANJITO|342211,1300|845350,8700|0,0000|0,0000|0,0000|359142,8400|529823,2600|2564,0000|2304,0000|893834,1000|1187562,0000
2025|2|L|LOS RIOS|QUEVEDO|504404,9700|241641,3900|0,0000|1,0000|0,0000|233218,3300|84344,7800|0,0000|62126,3000|380851,8400|746047,3600
2025|2|R|SANTA ELENA|SALINAS|367443,1700|304495,8600|0,0000|0,0000|0,0000|271746,8400|151307,6800|20522,1700|7084,4300|451328,8300|671939,0300
2025|2|C|MANABI|24 DE MAYO|54158,5000|17332,0000|0,0000|0,0000|0,0000|31394,5600|3430,7500|0,0000|0,0000|34825,3100|71490,5000
2025|2|G|MORONA SANTIAGO|LOGROÑO|186375,7000|11946,2400|0,0000|0,0000|0,0000|163016,2600|15530,7100|0,0000|1433,0800|179980,0500|198321,9400
2025|2|G|PICHINCHA|SAN MIGUEL DE LOS BANCOS|881070,0500|964800,1200|0,0000|47032,8400|0,0000|874371,0700|734283,9600|0,0000|14510,4800|1677163,8800|1892903,0100
2025|2|N|GUAYAS|CORONEL MARCELINO MARIDUEÑA|155398,7700|127369,1200|0,0000|0,0000|0,0000|46252,1700|32541,7100|0,0000|0,0000|78885,3100|282767,8900
2025|2|C|ZAMORA CHINCHIPE|PAQUISHA|46736,5700|0,0000|0,0000|0,0000|0,0000|25583,8900|13909,8400|0,0000|1326,8500|42077,7200|46736,5700
2025|2|S|ESMERALDAS|QUININDE|460261,7700|206187,6400|0,0000|10,0000|0,0000|478831,2400|85533,9100|490,0400|49765,0600|614620,2500|666459,4100
2025|2|O|GUAYAS|EL EMPALME|0,0000|284762,1200|0,0000|0,0000|0,0000|580182,2400|24072,1000|0,0000|2685,7200|606940,0600|284762,1200
2025|2|M|ZAMORA CHINCHIPE|YACUAMBI|37272,9300|23270,6100|0,0000|0,0000|0,0000|356533,6800|4113,4900|1692,0000|0,0000|389047,5500|60543,5400
2025|2|Q|SANTA ELENA|SANTA ELENA|15334,4200|212247,6900|0,0000|0,0000|0,0000|638755,6600|339688,4600|0,0000|5365,7900|983817,8300|227582,1100
2025|2|J|COTOPAXI|SAQUISILI|83148,1400|630,1600|0,0000|0,0000|0,0000|55961,5100|3206,7700|1855,4800|2832,1400|63855,9000|83778,3000
2025|2|M|CARCHI|MIRA|44697,4900|1091,0100|0,0000|0,0000|0,0000|21348,6600|23631,0300|0,0000|0,0000|55147,7800|45788,5000
2025|2|A|CHIMBORAZO|COLTA|3746,5700|42289,3100|0,0000|0,0000|0,0000|9499,5000|36,0300|0,0000|0,0000|9734,5800|46035,8800
2025|2|R|EL ORO|PASAJE|25297,4500|6336,3500|0,0000|0,0000|0,0000|20522,8400|920,9500|0,0000|395,9500|21839,7400|31633,8000
2025|2|C|MORONA SANTIAGO|SUCUA|66376,6400|74123,4400|0,0000|0,0000|0,0000|46806,3400|14838,1000|0,0000|4297,0000|70936,2500|140500,0800
2025|2|N|CHIMBORAZO|PENIPE|0,0100|0,0000|0,0000|0,0000|0,0000|2669,7800|0,0000|0,0000|0,0000|2669,7800|0,0100
2025|2|Q|CARCHI|MONTUFAR|1811,3200|20561,0300|0,0000|0,0000|0,0000|22975,3100|36227,2600|0,0000|0,0000|59202,5700|22372,3500
2025|2|M|SUCUMBIOS|CUYABENO|638122,2200|49441,0900|0,0000|0,0000|0,0000|320414,9700|43282,2300|0,0000|14618,4300|384021,1900|687563,3100
2025|2|N|CAÑAR|BIBLIAN|4510,0000|443,7700|0,0000|0,0000|0,0000|9929,8000|1942,0900|0,0000|0,0000|11871,8900|4953,7700
2025|2|L|BOLIVAR|SAN MIGUEL|8812,3700|180,0000|0,0000|0,0000|0,0000|2431,9100|503,2800|0,0000|0,0000|2935,1900|8992,3700
2025|2|C|LOJA|PINDAL|922,6800|54541,4900|0,0000|0,0000|0,0000|6972,5800|54812,5500|0,0000|0,0000|61785,1300|55464,1700
2025|2|I|EL ORO|LAS LAJAS|804,6900|0,0100|0,0000|0,0000|0,0000|643,5100|421,8500|0,0000|0,0000|1065,3600|804,7000
2025|2|C|MANABI|PICHINCHA|22542,7100|15545,8500|0,0000|0,0000|0,0000|15217,4900|2583,7500|0,0000|7256,5000|25779,9900|38088,5600
2025|2|T|SANTO DOMINGO DE LOS TSACHILAS|SANTO DOMINGO|7354,4500|3753,5000|0,0000|0,0000|0,0000|2421,5600|829,0000|0,0000|0,0000|3250,5600|11107,9500
2025|2|N|MANABI|JARAMIJO|289916,7900|6023,5000|0,0000|0,0000|0,0000|97649,2300|43512,9400|0,0000|34692,1500|198762,2200|295940,2900
2025|2|B|IMBABURA|IBARRA|3,0300|7923,8600|0,0000|79508,2600|0,0000|32266,7300|6053,4300|0,0000|341,5000|65861,9700|87435,1500
2025|2|C|ESMERALDAS|QUININDE|333079,2000|2591208,1500|0,0000|2380,9500|0,0000|357792,5300|1848957,6200|0,0000|52116,4900|2262660,1500|2926668,3000
2025|2|J|LOS RIOS|VINCES|32788,4600|0,0000|0,0000|0,0000|0,0000|20755,3000|2567,9800|0,0000|0,0000|23323,2800|32788,4600
2025|2|G|ZAMORA CHINCHIPE|PAQUISHA|82419,2200|348987,4600|0,0000|12107,5900|0,0000|352333,5200|57306,1800|0,0000|276,2200|423306,2200|443514,2700
2025|2|M|MORONA SANTIAGO|LIMON - INDANZA|153326,9700|21697,6200|0,0000|26694,9400|0,0000|37566,4700|1349,7500|845,3700|350,0000|61923,2400|201719,5300
2025|2|S|MANABI|SAN VICENTE|93465,3700|14122,4100|0,0000|0,0000|0,0000|11483,1600|581,2100|0,0000|2801,5100|14865,8800|107587,7800
2025|2|Q|MANABI|MANTA|596147,3300|3702387,0500|0,0000|500,0000|0,0000|4648127,3600|2179884,0400|3235,6000|111029,7000|6946337,3900|4299034,3800
2025|2|R|IMBABURA|COTACACHI|541,5200|750,5100|0,0000|0,0000|0,0000|1310,9400|33,2100|0,0000|0,0000|1344,1500|1292,0300
2025|2|S|LOS RIOS|URDANETA|40434,1800|123764,4900|0,0000|0,0000|0,0000|54289,1600|40771,1800|0,0000|58866,4000|153926,7400|164198,6700
2025|2|Q|GUAYAS|LOMAS DE SARGENTILLO|1,0000|17372,3700|0,0000|0,0000|0,0000|26579,6100|4958,9300|0,0000|17,5000|31556,0400|17373,3700
2025|2|W|MANABI|CHONE|2115,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|2115,0000
2025|2|H|EL ORO|MACHALA|4763346,1200|6331054,9600|0,0000|0,0000|2889180,9300|4841481,7300|3954451,2100|1747,5000|161827,7000|9457078,4700|13983582,0100
2025|2|M|EL ORO|BALSAS|34172,3700|554350,0400|0,0000|0,0000|0,0000|26318,3000|402474,8800|0,0000|0,0000|429802,0500|588522,4100
2025|2|Q|AZUAY|CUENCA|3136362,1200|17926602,3500|0,0000|0,0000|1190,0000|7860232,3400|8222134,2500|46709,7200|195264,9100|16331641,0200|21064154,4700
2025|2|Q|MANABI|TOSAGUA|3068,8000|5203,2400|0,0000|0,0000|0,0000|3404,9700|488,4900|0,0000|1560,0000|5453,4600|8272,0400
2025|2|G|LOJA|GONZANAMA|40666,2400|208849,8100|0,0000|29998,4300|0,0000|71106,2000|194965,4600|0,0000|465,0000|274408,7400|279514,4800
2025|2|M|MANABI|CHONE|890548,5900|273804,6700|0,0000|0,0000|0,0000|567296,1400|181011,8700|752,3100|17010,0000|777189,2900|1164353,2600
2025|2|O|GUAYAS|PLAYAS|3934,4700|59446,8000|0,0000|0,0000|0,0000|1656237,7300|22523,4800|0,0000|0,0000|1679547,7200|63381,2700
2025|2|M|AZUAY|CHORDELEG|43979,2800|6455,6900|0,0000|0,0000|0,0000|33457,5600|12088,2300|0,0000|0,0000|53060,5100|50434,9700
2025|2|Q|CAÑAR|LA TRONCAL|6402,8000|31282,9400|0,0000|0,0000|0,0000|26527,5100|13101,4800|0,0000|30,0000|39658,9900|37685,7400
2025|2|N|CAÑAR|DELEG|852,4100|0,0000|0,0000|0,0000|0,0000|3447,3500|212,9300|0,0000|0,0000|3660,2800|852,4100
2025|2|M|GUAYAS|LOMAS DE SARGENTILLO|227826,8900|7404,5100|0,0000|0,0000|0,0000|68812,7900|2482,8100|0,0000|0,0000|71335,6000|235231,4000
2025|2|F|NAPO|QUIJOS|126713,1700|28,6200|0,0000|0,0000|0,0000|63048,8000|3036,7300|0,0000|216,0000|79220,2900|126741,7900
2025|2|E|GUAYAS|SAMBORONDON|1873973,7200|2373855,3400|0,0000|0,0000|0,0000|1514692,3900|795564,4800|10146,3900|6712,9900|2355219,7000|4247829,0600
2025|2|S|ORELLANA|AGUARICO|185049,9600|51167,2000|0,0000|0,0000|0,0000|39454,8300|29685,7900|0,0000|1875,0000|71015,6200|236217,1600
2025|2|A|NAPO|TENA|21206,4300|990716,7600|0,0000|0,0000|0,0000|87914,1300|505235,7500|23168,7200|21716,2800|638069,7300|1011923,1900
2025|2|O|NAPO|TENA|5682,5100|157695,0300|0,0000|0,0000|0,0000|2223225,3700|1011955,2700|0,0000|16712,5700|3251893,2100|163377,5400
2025|2|F|PICHINCHA|RUMIÑAHUI|1953822,6300|306497,0400|0,0000|20922,4400|0,0000|1765614,0600|244233,5700|41366,5300|105885,4900|2437712,4400|2281242,1100
2025|2|N|EL ORO|HUAQUILLAS|11508,9700|0,0000|0,0000|1500,0000|0,0000|15217,0100|1005,3300|0,0000|0,0000|16222,3400|13008,9700
2025|2|O|GUAYAS|SAMBORONDON|150798,8500|14561584,4200|0,0000|1381,9600|0,0000|4570900,9600|176387,3700|0,0000|25887,1400|4777609,8700|14713765,2300
2025|2|B|MORONA SANTIAGO|MORONA|0,0000|0,0000|0,0000|0,0000|0,0000|0,4500|0,0000|0,0000|0,0000|0,4500|0,0000
2025|2|F|LOJA|CHAGUARPAMBA|149461,1600|0,0000|0,0000|0,0000|0,0000|106555,3300|227,7500|0,0000|3047,2500|109830,3300|149461,1600
2025|2|B|ZAMORA CHINCHIPE|YANTZAZA|382481,2800|20673,5800|0,0000|94709,2500|61921277,2200|18552988,7600|3498346,5200|2251402,5200|4320,5000|27192140,5200|62419141,3300
2025|2|B|TUNGURAHUA|BAÑOS DE AGUA SANTA|0,0000|0,0000|0,0000|348,5700|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|348,5700
2025|2|Q|ZAMORA CHINCHIPE|PALANDA|2452,2300|180,0000|0,0000|0,0000|0,0000|77,7600|346,7600|0,0000|0,0000|424,5200|2632,2300
2025|2|I|ZAMORA CHINCHIPE|ZAMORA|181723,8900|104980,1000|0,0000|0,0000|0,0000|272982,2700|65916,5400|0,0000|11309,5500|353054,6200|286703,9900
2025|2|K|EL ORO|MARCABELI|1178,8400|0,0000|0,0000|0,0000|0,0000|46556,7100|21841,0100|0,0000|5512,3200|73910,0400|1178,8400
2025|2|F|AZUAY|NABON|7656,9500|0,0000|0,0000|0,0000|0,0000|50190,2000|1484,9600|0,0000|0,0000|63137,9600|7656,9500
2025|2|L|PICHINCHA|SAN MIGUEL DE LOS BANCOS|40704,0800|11160,8900|0,0000|0,0000|0,0000|12102,5900|8096,8300|0,0000|6122,5000|26352,4900|51864,9700
2025|2|A|CAÑAR|CAÑAR|14261,7800|1337025,6700|0,0000|0,0000|0,0000|21714,7100|569802,4300|65,0600|5005,3500|596587,5500|1351287,4500
2025|2|S|AZUAY|SAN FERNANDO|758,9400|10,0000|0,0000|0,0000|0,0000|3702,4400|2,2000|0,0000|0,0000|3704,6400|768,9400
2025|2|I|LOS RIOS|URDANETA|55081,9200|29718,5400|0,0000|0,0000|0,0000|16764,0700|41716,4800|0,0000|450,0000|58930,5500|84800,4600
2025|2|Q|GUAYAS|NARANJAL|7879,0200|37322,1800|0,0000|0,0000|0,0000|39261,8700|21349,3700|0,0000|0,0000|60649,3400|45201,2000
2025|2|P|LOS RIOS|VINCES|6182,6400|35353,6500|0,0000|0,0000|0,0000|10994,2800|15276,3400|0,0000|0,0000|29387,0100|41536,2900
2025|2|E|TUNGURAHUA|SAN PEDRO DE PELILEO|0,0100|60105,2100|0,0000|0,0000|0,0000|27528,0500|15932,8500|0,0000|3801,0100|47261,9100|60105,2200
2025|2|R|CHIMBORAZO|GUANO|0,0300|1750,0000|0,0000|0,0000|0,0000|483,0200|165,0700|455,0000|0,0000|1103,0900|1750,0300
2025|2|L|MANABI|JAMA|5394,4800|71893,4900|0,0000|0,0000|0,0000|15088,5500|2332,1700|0,0000|8054,5900|25475,3100|77287,9700
2025|2|P|GUAYAS|ALFREDO BAQUERIZO MORENO|17782,5200|9352,0000|0,0000|0,0000|0,0000|7687,9300|639,5900|0,0000|0,0000|8327,5200|27134,5200
2025|2|R|LOJA|CHAGUARPAMBA|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|C|MORONA SANTIAGO|SANTIAGO|1070,2600|560,0000|0,0000|0,0000|0,0000|1907,6900|349,1700|0,0000|0,0000|2256,8600|1630,2600
2025|2|B|GUAYAS|DURAN|91500,0000|0,0000|0,0000|0,0000|0,0000|25467,2200|45341,0700|0,0000|0,0000|88509,3100|91500,0000
2025|2|C|CHIMBORAZO|COLTA|54,0500|2418,3400|0,0000|0,0000|0,0000|593,3100|4875,9400|0,0000|0,0000|5469,2500|2472,3900
2025|2|D|AZUAY|GIRON|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|L|MANABI|EL CARMEN|131932,8200|170464,5600|0,0000|0,0000|0,0000|145970,0700|129385,0800|0,0000|350,0000|290544,8400|302397,3800
2025|2|P|ZAMORA CHINCHIPE|CHINCHIPE|448,0000|920,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|1368,0000
2025|2|O|GUAYAS|SANTA LUCIA|0,0000|7284,4400|0,0000|0,0000|0,0000|149901,9500|6744,6300|0,0000|0,0000|156646,5800|7284,4400
2025|2|E|AZUAY|GIRON|17,0000|15020,7500|0,0000|0,0000|0,0000|26991,7400|862,7600|313,7500|63,0000|28231,2500|15037,7500
2025|2|Q|TUNGURAHUA|SAN PEDRO DE PELILEO|44943,9500|80882,8000|0,0000|0,0000|0,0000|92379,2100|31100,4000|0,0000|1915,9600|125395,5700|125826,7500
2025|2|I|GUAYAS|BALAO|32061,6100|1249,9000|0,0000|0,0000|0,0000|15470,4700|9083,7400|0,0000|395,6500|24949,8600|33311,5100
2025|2|O|COTOPAXI|PANGUA|353,8600|10246,8800|0,0000|0,0000|0,0000|344898,0500|87095,2500|0,0000|5523,5000|437516,8000|10600,7400
2025|2|J|MORONA SANTIAGO|LIMON - INDANZA|4611,1800|817,0000|0,0000|0,0000|0,0000|5284,0100|655,0000|0,0000|0,0000|5939,0100|5428,1800
2025|2|N|LOS RIOS|PUEBLO VIEJO|18507,9700|6906,0900|0,0000|0,0000|0,0000|11268,4100|96,3800|425,3600|0,0000|11790,1500|25414,0600
2025|2|Q|CAÑAR|BIBLIAN|3672,6600|27552,4000|0,0000|0,0000|0,0000|3387,6200|11015,5000|2,5000|0,0000|14405,6200|31225,0600
2025|2|K|GUAYAS|MILAGRO|1539,2200|350,0000|0,0000|0,0000|0,0000|551,9400|118,0000|0,0000|0,0000|669,9400|1889,2200
2025|2|Q|CAÑAR|SUSCAL|0,0100|3861,0000|0,0000|0,0000|0,0000|2736,2400|2320,0000|0,0000|0,0000|5056,2400|3861,0100
2025|2|L|GUAYAS|EL EMPALME|53545,3000|35277,4600|0,0000|0,0000|0,0000|13810,7900|23889,4800|0,0000|0,0000|38717,4500|88822,7600
2025|2|J|EL ORO|PORTOVELO|30892,2400|0,0000|0,0000|0,0000|0,0000|10417,2600|972,2900|0,0000|138,2500|11527,8000|30892,2400
2025|2|A|LOJA|CHAGUARPAMBA|5476,0100|358018,0100|0,0000|0,0000|0,0000|3884,7400|366484,6600|0,0000|13512,4500|384262,8500|363494,0200
2025|2|W|COTOPAXI|LA MANA|5551,8200|0,0000|0,0000|0,0000|0,0000|6199,5300|5922,3100|0,0000|0,0000|12121,8400|5551,8200
2025|2|S|CHIMBORAZO|CHAMBO|10934,6200|2505,9100|0,0000|0,0000|0,0000|1649,8100|2342,1600|0,0000|120,0000|4111,9700|13440,5300
2025|2|U|CHIMBORAZO|RIOBAMBA|0,0000|0,0000|0,0000|0,0000|0,0000|4844,3300|247,6300|0,0000|0,0000|5091,9600|0,0000
2025|2|L|AZUAY|NABON|5784,3000|4534,1200|0,0000|0,0000|0,0000|791,4300|0,0000|0,0000|0,0000|791,4300|10318,4200
2025|2|C|CAÑAR|SUSCAL|25,0000|1,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|26,0000
2025|2|D|MORONA SANTIAGO|LIMON - INDANZA|0,0000|0,0000|0,0000|0,0000|0,0000|1,0200|0,0000|0,0000|0,0000|1,0200|0,0000
2025|2|P|ZAMORA CHINCHIPE|EL PANGUI|3560,0100|1167,3600|0,0000|0,0000|0,0000|4125,4300|428,0800|0,0000|49,6700|4603,1800|4727,3700
2025|2|L|GUAYAS|COLIMES|7882,4900|0,0100|0,0000|0,0000|0,0000|3103,3300|250,0000|0,0000|0,0000|3353,3300|7882,5000
2025|2|R|ESMERALDAS|RIO VERDE|0,0000|0,0100|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0100
2025|2|A|ZAMORA CHINCHIPE|PAQUISHA|5975,9800|5103,0100|0,0000|0,0000|0,0000|7433,0800|200,2900|1070,6700|0,0000|8704,0400|11078,9900
2025|2|S|BOLIVAR|SAN MIGUEL|22749,5300|17883,7900|0,0000|0,0000|0,0000|28353,7100|4800,0000|0,0000|0,0000|33153,7100|40633,3200
2025|2|P|TUNGURAHUA|TISALEO|510,0000|1136,1100|0,0000|0,0000|0,0000|893,5200|180,1900|0,0000|0,0000|1073,7100|1646,1100
2025|2|N|TUNGURAHUA|TISALEO|8638,7800|1660,0000|0,0000|0,0000|0,0000|8305,9500|367,9200|0,0000|0,0000|8673,8700|10298,7800
2025|2|V|AZUAY|CAMILO PONCE ENRIQUEZ|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|V|TUNGURAHUA|BAÑOS DE AGUA SANTA|4707,8500|0,0000|0,0000|0,0000|0,0000|9201,6100|546,5000|0,0000|0,0000|9748,1100|4707,8500
2025|2|K|PICHINCHA|PUERTO QUITO|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|E|LOS RIOS|BUENA FE|92,5700|9750,0100|0,0000|0,0000|0,0000|3703,0800|4321,2300|0,0000|1439,3900|9726,4100|9842,5800
2025|2|Q|ESMERALDAS|MUISNE|2026,0200|2666,1000|0,0000|0,0000|0,0000|1646,2500|13,0700|0,0000|0,0000|1659,3200|4692,1200
2025|2|H|LOJA|ESPINDOLA|1084,0000|4001,1300|0,0000|0,0000|0,0000|1144,4500|90,0000|0,0000|0,0000|1234,4500|5085,1300
2025|2|B|LOJA|MACARA|16738,8900|3180,0000|0,0000|0,0000|0,0000|21071,8500|2694,8700|0,0000|0,0000|23766,7200|19918,8900
2025|2|E|PICHINCHA|PUERTO QUITO|0,0000|7435,6000|0,0000|0,0000|0,0000|54609,8600|1470,4100|0,0000|761,2500|56880,7700|7435,6000
2025|2|Q|LOS RIOS|BABA|0,0000|42503,0100|0,0000|0,0000|0,0000|28525,1300|44508,8000|0,0000|0,0000|73033,9300|42503,0100
2025|2|O|MORONA SANTIAGO|SUCUA|15294,6900|151492,8700|0,0000|0,0000|0,0000|527972,4800|75941,9800|0,0000|5782,7300|610129,1900|166787,5600
2025|2|E|GUAYAS|SAN JACINTO DE YAGUACHI|358,0200|12005,0000|0,0000|0,0000|0,0000|15015,7300|2473,5800|0,0000|0,0000|17489,3100|12363,0200
2025|2|B|MORONA SANTIAGO|LIMON - INDANZA|199476,9100|30,0000|0,0000|70916,4800|0,0000|90580,7300|35801,9400|0,0000|20325,5900|195566,5000|270423,3900
2025|2|R|GUAYAS|CORONEL MARCELINO MARIDUEÑA|200,0000|1520,0000|0,0000|0,0000|0,0000|199,0000|650,0000|0,0000|0,0000|849,0000|1720,0000
2025|2|R|ZAMORA CHINCHIPE|YANTZAZA|71651,2100|2709,9700|0,0000|0,0000|0,0000|19373,8700|30205,8500|0,0000|7136,0100|56715,7300|74361,1800
2025|2|N|LOS RIOS|MOCACHE|1676,0000|15703,0000|0,0000|0,0000|0,0000|2400,2100|6815,9000|0,0000|0,0000|9216,1100|17379,0000
2025|2|O|SANTA ELENA|LA LIBERTAD|22052,9600|16387,6000|0,0000|0,0000|0,0000|1356078,6100|145564,3200|0,0000|0,0000|1501642,9300|38440,5600
2025|2|B|EL ORO|EL GUABO|284919,9500|20,0000|0,0000|2078,5700|0,0000|49492,8400|287437,1000|0,0000|2030,7500|338960,6900|287018,5200
2025|2|L|CHIMBORAZO|CHUNCHI|2843,0100|240,0100|0,0000|0,0000|0,0000|17,3900|0,0000|0,0000|0,0000|17,3900|3083,0200
2025|2|P|CHIMBORAZO|PALLATANGA|0,0000|0,0000|0,0000|0,0000|0,0000|11616,3900|11367,7900|0,0000|9061,6300|32045,8100|0,0000
2025|2|U|EL ORO|HUAQUILLAS|1733,7700|9129,8900|0,0000|0,0000|0,0000|2783,8300|0,0000|0,0000|0,0000|2783,8300|10863,6600
2025|2|W|MANABI|SANTA ANA|0,0000|0,1000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,1000
2025|2|L|MORONA SANTIAGO|PALORA|6893,2200|8805,2500|0,0000|0,0000|0,0000|7189,8400|209,2600|0,0000|0,0000|7409,9400|15698,4700
2025|2|L|PASTAZA|PASTAZA|433365,5000|70945,3600|0,0000|1282,8600|0,0000|217409,7100|25437,1800|965,1100|10321,8300|261378,9000|505593,7200
2025|2|K|LOJA|PINDAL|3231,9700|0,0000|0,0000|0,0000|0,0000|4015,0000|0,0000|0,0000|0,0000|9750,7400|3231,9700
2025|2|V|LOJA|PUYANGO|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|L|ZAMORA CHINCHIPE|CENTINELA DEL CONDOR|15289,7900|15060,7500|0,0000|0,0000|0,0000|35895,4200|3113,1400|0,0000|0,0000|39008,5600|30350,5400
2025|2|N|LOJA|CHAGUARPAMBA|734,1500|1205,0000|0,0000|0,0000|0,0000|45,0000|203,0000|0,0000|0,0000|248,0000|1939,1500
2025|2|E|EL ORO|ATAHUALPA|0,0000|817,2700|0,0000|0,0000|0,0000|61,7400|32,9000|0,0000|0,0000|94,6400|817,2700
2025|2|F|PICHINCHA|SAN MIGUEL DE LOS BANCOS|11258,7600|3000,0000|0,0000|591,1000|0,0000|14280,9800|5957,1400|0,0000|0,0000|31182,8800|14849,8600
2025|2|P|LOJA|ESPINDOLA|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|I|ESMERALDAS|LA CONCORDIA|4215,5700|0,0000|0,0000|0,0000|0,0000|1131,3200|1285,3500|0,0000|127,4900|2544,1600|4215,5700
2025|2|N|LOJA|OLMEDO|98,0800|0,0000|0,0000|0,0000|0,0000|78,6000|0,0000|0,0000|0,0000|78,6000|98,0800
2025|2|I|NAPO|CARLOS JULIO AROSEMENA TOLA|2106,2500|4592,9800|0,0000|0,0000|0,0000|3415,2000|738,1000|0,0000|0,0000|4153,3000|6699,2300
2025|2|I|EL ORO|ATAHUALPA|43,0000|10,0000|0,0000|0,0000|0,0000|43,3900|40,4300|0,0000|0,0000|83,8200|53,0000
2025|2|P|NAPO|QUIJOS|2308,0000|6791,0800|0,0000|0,0000|0,0000|1228,4500|2048,0000|0,0000|0,0000|3276,4500|9099,0800
2025|2|I|CHIMBORAZO|COLTA|8368,8500|2351,1000|0,0000|0,0000|0,0000|10288,4300|5280,0400|0,0000|0,0000|16182,1900|10719,9500
2025|2|W|SANTO DOMINGO DE LOS TSACHILAS|SANTO DOMINGO|667,8100|2654,6000|0,0000|0,0000|0,0000|180,0600|0,0000|0,0000|0,0000|180,0600|3322,4100
2025|2|E|AZUAY|PUCARA|0,0000|0,0000|0,0000|0,0000|0,0000|241,6300|0,0000|0,0000|0,0000|241,6300|0,0000
2025|2|J|MORONA SANTIAGO|GUALAQUIZA|35888,2400|200,0000|0,0000|0,0000|0,0000|25634,9200|1628,6800|0,0000|2078,2600|29341,8600|36088,2400
2025|2|E|GALAPAGOS|SANTA CRUZ|42704,3700|6126,7200|0,0000|2460,1100|0,0000|16295,9200|8163,8000|0,0000|1251,7500|25842,9900|51291,2000
2025|2|E|IMBABURA|ANTONIO ANTE|260,8700|21839,7000|0,0000|0,0000|0,0000|1352,0700|1053,4600|0,0000|1642,2700|4055,6500|22100,5700
2025|2|P|MANABI|TOSAGUA|1193,2400|84732,9300|0,0000|0,0000|0,0000|3305,7200|1554,6100|0,0000|831,3700|5691,7000|85926,1700
2025|2|E|SUCUMBIOS|SHUSHUFINDI|0,0000|1630,5600|0,0000|0,0000|0,0000|147,6200|327,5300|0,0000|23,5000|535,3700|1630,5600
2025|2|V|NAPO|QUIJOS|0,0000|0,0000|0,0000|0,0000|0,0000|70,1400|19,9200|0,0000|0,0000|90,0600|0,0000
2025|2|A|CAÑAR|SUSCAL|0,0000|1934,5200|0,0000|0,0000|0,0000|100,0000|0,0000|0,0000|0,0000|100,0000|1934,5200
2025|2|O|MANABI|PAJAN|1371,8000|56134,1400|0,0000|0,0000|0,0000|162489,8200|4627,8900|0,0000|0,0000|167117,7100|57505,9400
2025|2|B|EL ORO|BALSAS|0,0000|0,0000|0,0000|0,0000|0,0000|222,3000|0,0000|0,0000|0,0000|222,3000|0,0000
2025|2|X|COTOPAXI|LA MANA|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|2|I|AZUAY|OÑA|2559,0700|116,0000|0,0000|0,0000|0,0000|2178,3100|440,1700|0,0000|0,0000|2618,4800|2675,0700
2025|2|F|LOJA|GONZANAMA|148964,7600|12610,0000|0,0000|0,0000|0,0000|27619,5600|4878,3600|0,0000|1012,9300|34549,1300|161574,7600
2025|2|L|MORONA SANTIAGO|SANTIAGO|7333,4900|3165,0000|0,0000|0,0000|0,0000|1000,5900|502,9200|0,0000|0,0000|1582,0800|10498,4900
2025|2|A|LOJA|SARAGURO|25902,6000|7745,5900|0,0000|0,0000|0,0000|24861,8800|11889,3800|0,0000|0,0000|36751,2600|33648,1900
